"","Features","L1","L2","Win1","Win2","WeightedWin1","WeightedWin2","Prediction"
"770","ThreeMonthBefore+ClothesAndShoes+Nutrition","56.1604281172465","67.3662101065964","4","3","7","7","182.72085069633"
"771","ThreeMonthBefore+Commerce+Nutrition","50.6535650616469","62.950431539322","6","4","7","7","206.555656657313"
"772","ThreeMonthBefore+ConsumerElectronics+Nutrition","43.1009398320983","56.611238407595","7","7","8","8","180.840222263518"
"773","ThreeMonthBefore+Education+Nutrition","53.5402344897173","68.7956834441261","5","3","7","6","169.55599330389"
"774","ThreeMonthBefore+Finance+Nutrition","66.6164210326215","75.7564486867824","4","3","7","7","171.790851834968"
"775","ThreeMonthBefore+Flight+Nutrition","58.3510505908488","70.5943006659747","4","4","7","7","164.043739311606"
"776","ThreeMonthBefore+Health+Nutrition","57.0908913664278","68.6110401335125","4","3","7","7","184.535779978903"
"777","ThreeMonthBefore+Hotel+Nutrition","49.5275173447874","66.7725540739931","4","4","6","6","151.941565698978"
"778","ThreeMonthBefore+Jobs+Nutrition","47.038067338344","62.1043196146639","6","4","7","7","185.952454395004"
"779","ThreeMonthBefore+Nightlife+Nutrition","53.020461006027","66.8318309737859","4","4","7","7","149.173291502501"
"780","ThreeMonthBefore+RealEstate","55.0002537456583","67.2908772331887","5","3","8","7","171.938444436913"
"781","ThreeMonthBefore+Autos+RealEstate","51.3968047737999","64.7521014509496","6","4","8","7","174.028505327996"
"782","ThreeMonthBefore+Bus+RealEstate","41.3959959131348","56.7982247107394","6","7","7","8","195.606130280217"
"783","ThreeMonthBefore+ClothesAndShoes+RealEstate","54.9966279974222","67.1282031634773","5","3","8","7","178.614889511337"
"784","ThreeMonthBefore+Commerce+RealEstate","50.5808852531116","63.2854776488544","5","4","8","7","208.564003314503"
"785","ThreeMonthBefore+ConsumerElectronics+RealEstate","45.7503278948707","58.7440561519705","7","6","8","8","186.254853528411"
"786","ThreeMonthBefore+Education+RealEstate","54.4438400169279","69.0577948878078","5","3","7","6","173.541602875862"
"787","ThreeMonthBefore+Finance+RealEstate","60.7754459425799","72.9311338617083","4","2","7","6","144.941623168858"
"788","ThreeMonthBefore+Flight+RealEstate","55.6521725265825","67.9365956418717","4","3","7","7","173.248384035726"
"789","ThreeMonthBefore+Health+RealEstate","56.9242131641844","68.7717720785767","5","3","8","7","174.105623579161"
"790","ThreeMonthBefore+Hotel+RealEstate","54.4185335270331","71.3864017442023","4","4","7","7","170.286448628225"
"791","ThreeMonthBefore+Jobs+RealEstate","47.3630419461872","61.4917152794016","6","5","7","7","194.427411477225"
"792","ThreeMonthBefore+Nightlife+RealEstate","54.6871844904717","67.8265659339757","4","4","7","7","168.953944360489"
"793","ThreeMonthBefore+Nutrition+RealEstate","55.8137711874828","67.8809219846433","4","3","7","7","171.36455130787"
"794","ThreeMonthBefore+Restaurant","52.5913269833259","65.377781524557","6","4","8","7","173.737226278912"
"795","ThreeMonthBefore+Autos+Restaurant","53.190053505633","64.2348635746422","6","3","8","7","172.190201627872"
"796","ThreeMonthBefore+Bus+Restaurant","47.1819610797483","62.6254487808839","4","5","6","7","193.137093636123"
"797","ThreeMonthBefore+ClothesAndShoes+Restaurant","58.9191490942587","69.3438496300562","5","3","7","7","173.828636709596"
"798","ThreeMonthBefore+Commerce+Restaurant","52.0849321705905","64.5752596445969","5","4","7","7","209.410590011908"
"799","ThreeMonthBefore+ConsumerElectronics+Restaurant","43.8361717382792","56.2946989055436","6","6","8","7","189.565059576573"
"800","ThreeMonthBefore+Education+Restaurant","52.8100967848271","69.0051777956386","5","3","7","6","174.262996897087"
"801","ThreeMonthBefore+Finance+Restaurant","59.1112355419646","69.6436158505202","5","3","8","7","118.093044344069"
"802","ThreeMonthBefore+Flight+Restaurant","48.2903818338348","62.0583061326439","6","4","8","7","186.596362391048"
"803","ThreeMonthBefore+Health+Restaurant","55.1849996077373","68.6166678172244","4","3","7","7","153.00107864905"
"804","ThreeMonthBefore+Hotel+Restaurant","63.5440650401619","80.5504157556599","5","2","7","6","166.521960345187"
"805","ThreeMonthBefore+Jobs+Restaurant","49.1475289173833","64.3134132970138","5","4","7","7","192.123053204836"
"806","ThreeMonthBefore+Nightlife+Restaurant","53.3433010747029","66.0195649309955","4","4","7","7","180.107262724291"
"807","ThreeMonthBefore+Nutrition+Restaurant","51.5339277431561","64.3797296074399","5","4","7","7","168.275601052223"
"808","ThreeMonthBefore+RealEstate+Restaurant","53.8979533736956","66.5331767650679","4","4","7","7","173.897926772581"
"809","ThreeMonthBefore+Sports","51.8389458548364","63.9602898786232","4","3","7","7","183.042171115462"
"810","ThreeMonthBefore+Autos+Sports","73.2641256325528","80.5409157681642","2","2","6","7","162.266458429473"
"811","ThreeMonthBefore+Bus+Sports","43.1656210576655","61.5999978289234","5","6","6","7","176.45816696944"
"812","ThreeMonthBefore+ClothesAndShoes+Sports","54.9580571256772","67.9865429459831","5","4","8","7","183.17519488504"
"813","ThreeMonthBefore+Commerce+Sports","54.6500098160545","67.506341980875","3","3","4","6","223.59926367633"
"814","ThreeMonthBefore+ConsumerElectronics+Sports","48.7620690999563","60.4516834659331","6","4","8","8","170.269196590394"
"815","ThreeMonthBefore+Education+Sports","58.4986597505097","74.0507673456148","4","3","6","6","175.736071406616"
"816","ThreeMonthBefore+Finance+Sports","54.2477919397865","64.1746849896787","6","4","8","7","147.395547548481"
"817","ThreeMonthBefore+Flight+Sports","67.1989285753153","74.8445714269911","4","2","7","7","188.711084801501"
"818","ThreeMonthBefore+Health+Sports","64.9012460901069","73.8055711519508","4","3","6","7","182.92852118026"
"819","ThreeMonthBefore+Hotel+Sports","72.2674319414862","83.7164663200082","3","2","6","6","162.277872492948"
"820","ThreeMonthBefore+Jobs+Sports","54.1893036681181","68.3595535135326","2","4","5","7","182.28788304383"
"821","ThreeMonthBefore+Nightlife+Sports","72.8121468790262","80.9482425215434","3","2","7","7","173.23775834639"
"822","ThreeMonthBefore+Nutrition+Sports","61.1498572175288","70.6107422201859","4","2","7","7","183.029793801358"
"823","ThreeMonthBefore+RealEstate+Sports","61.5830617332014","72.5398947038602","3","3","6","7","176.861232414913"
"824","ThreeMonthBefore+Restaurant+Sports","69.4053805787085","81.699803212984","5","3","7","7","171.389152346003"
"825","ThreeMonthBefore+TravelGuide","55.1500145222172","68.1668775029019","4","4","7","7","172.068940141588"
"826","ThreeMonthBefore+Autos+TravelGuide","50.4955432133208","63.8278142766378","5","5","8","7","172.728345950067"
"827","ThreeMonthBefore+Bus+TravelGuide","42.9558012682889","58.1025634111327","7","6","8","7","194.960932637033"
"828","ThreeMonthBefore+ClothesAndShoes+TravelGuide","54.8025193263289","67.4884139087109","4","4","7","7","179.978026334663"
"829","ThreeMonthBefore+Commerce+TravelGuide","50.5470516669086","63.4417842157979","5","4","7","7","208.780946034659"
"830","ThreeMonthBefore+ConsumerElectronics+TravelGuide","44.7617731840401","57.9386615072022","7","7","8","8","186.399246858868"
"831","ThreeMonthBefore+Education+TravelGuide","53.883789350374","68.8858227635478","5","3","7","6","173.068304204126"
"832","ThreeMonthBefore+Finance+TravelGuide","59.1217770294741","71.4826310822403","4","2","7","6","148.117389921477"
"833","ThreeMonthBefore+Flight+TravelGuide","54.8861831153978","68.8711047730268","3","3","6","6","175.878964840736"
"834","ThreeMonthBefore+Health+TravelGuide","56.191838334822","69.3012858706201","4","2","7","6","176.685301275028"
"835","ThreeMonthBefore+Hotel+TravelGuide","58.8314095200054","72.5220781346314","6","4","8","7","163.075961720933"
"836","ThreeMonthBefore+Jobs+TravelGuide","45.8201565097895","60.5028754224365","6","5","7","7","196.061978440057"
"837","ThreeMonthBefore+Nightlife+TravelGuide","54.6999469313072","68.4292980939133","4","4","7","7","166.945753601426"
"838","ThreeMonthBefore+Nutrition+TravelGuide","55.532042440384","68.4357497791587","4","4","7","7","169.725853897053"
"839","ThreeMonthBefore+RealEstate+TravelGuide","55.3638036397102","67.9247422546837","4","4","7","7","172.307360433326"
"840","ThreeMonthBefore+Restaurant+TravelGuide","53.1809103337032","66.5491413209934","5","4","8","7","173.613661122375"
"841","ThreeMonthBefore+Sports+TravelGuide","60.9863440358439","72.4723432176905","3","2","6","6","179.089250980736"
"842","ThreeMonthBefore+University","46.7652294985856","61.9260537677372","6","4","8","7","194.62945307619"
"843","ThreeMonthBefore+Autos+University","46.524976008664","62.5472669946587","6","3","8","6","196.802657900595"
"844","ThreeMonthBefore+Bus+University","47.7243547822556","62.4183774587161","4","6","6","7","180.533118493509"
"845","ThreeMonthBefore+ClothesAndShoes+University","50.2643897028535","66.8611959177745","6","4","7","7","194.916120035256"
"846","ThreeMonthBefore+Commerce+University","53.3210489080364","65.6999426388591","5","4","8","7","193.009577924246"
"847","ThreeMonthBefore+ConsumerElectronics+University","46.3264183429754","61.6049986097054","6","4","7","7","190.612313020333"
"848","ThreeMonthBefore+Education+University","39.6140219557189","54.9134163617068","7","6","7","7","231.59933955827"
"849","ThreeMonthBefore+Finance+University","52.5047063778447","64.7101073086565","4","4","6","7","152.960531463966"
"850","ThreeMonthBefore+Flight+University","41.4868719389314","59.2846163013786","6","6","6","7","221.688867829707"
"851","ThreeMonthBefore+Health+University","48.5440401020738","62.8954942708214","6","5","7","8","191.050647566993"
"852","ThreeMonthBefore+Hotel+University","54.1772956523073","68.1502395726141","4","3","7","6","189.246755828748"
"853","ThreeMonthBefore+Jobs+University","49.408431039269","63.7237143385978","6","4","8","7","193.815546947721"
"854","ThreeMonthBefore+Nightlife+University","43.7213045391697","60.6491795918313","7","4","7","6","218.937471744876"
"855","ThreeMonthBefore+Nutrition+University","41.4875499931914","58.5456828480759","6","6","6","7","197.400633263118"
"856","ThreeMonthBefore+RealEstate+University","46.5570696889522","60.452887694004","6","4","7","7","206.283579753032"
"857","ThreeMonthBefore+Restaurant+University","44.691617608297","62.4000704045999","7","4","7","6","207.028599051679"
"858","ThreeMonthBefore+Sports+University","57.471187804069","70.5542026329062","5","3","6","6","194.854819126813"
"859","ThreeMonthBefore+TravelGuide+University","43.1959440914254","58.6042821003728","6","5","6","7","209.628551747734"
"860","OneMonthBefore+ThreeMonthBefore","50.3459664499316","64.2223655394597","5","4","7","9","171.32909260439"
"861","OneMonthBefore+ThreeMonthBefore+Autos","39.6271833043472","56.6780639411477","7","7","7","8","185.581620501454"
"862","OneMonthBefore+ThreeMonthBefore+Bus","37.8814637439484","57.7867556294342","7","7","7","7","194.552093600986"
"863","OneMonthBefore+ThreeMonthBefore+Autos+Bus","41.7255284661092","60.5315218800832","5","7","6","8","195.690853247508"
"864","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes","38.9016876602232","56.9233060058782","6","8","7","9","192.358693617385"
"865","OneMonthBefore+ThreeMonthBefore+Autos+ClothesAndShoes","47.1101113385694","60.7918249417507","5","4","7","8","176.354546885573"
"866","OneMonthBefore+ThreeMonthBefore+Bus+ClothesAndShoes","44.3225178658884","61.3794027355833","5","6","6","8","181.871645807834"
"867","OneMonthBefore+ThreeMonthBefore+Commerce","39.0697292382209","56.9100168187867","7","6","8","7","207.170230159299"
"868","OneMonthBefore+ThreeMonthBefore+Autos+Commerce","42.2974624220478","59.4939686028858","5","6","7","9","193.360854939879"
"869","OneMonthBefore+ThreeMonthBefore+Bus+Commerce","42.1626524892398","58.8809778506035","6","5","7","7","160.627001696068"
"870","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Commerce","43.2129503050912","60.2309331449444","6","5","7","6","213.18585945889"
"871","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics","37.9009605677152","55.0981612933184","7","6","8","7","190.638002056441"
"872","OneMonthBefore+ThreeMonthBefore+Autos+ConsumerElectronics","41.5285789732873","58.2165506523445","5","6","7","8","189.264515249449"
"873","OneMonthBefore+ThreeMonthBefore+Bus+ConsumerElectronics","44.0312607819736","62.2328919762348","5","6","7","7","191.14001664366"
"874","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+ConsumerElectronics","43.3220740650853","55.094877119543","6","3","8","6","177.315694352664"
"875","OneMonthBefore+ThreeMonthBefore+Commerce+ConsumerElectronics","38.4694415930259","56.4121169674234","8","6","8","8","187.08307270595"
"876","OneMonthBefore+ThreeMonthBefore+Education","42.5981876215603","61.1442838641799","6","5","7","7","182.703501560045"
"877","OneMonthBefore+ThreeMonthBefore+Autos+Education","38.8363688872479","57.6867828577597","7","6","7","7","185.206469073127"
"878","OneMonthBefore+ThreeMonthBefore+Bus+Education","40.4118692548409","54.5981986283613","5","6","8","6","197.700501682649"
"879","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Education","41.30632288531","60.9985174932164","6","5","7","7","190.158036047093"
"880","OneMonthBefore+ThreeMonthBefore+Commerce+Education","40.602637639235","58.8227510584166","7","5","8","6","212.653593830513"
"881","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Education","37.5830631101297","56.4630751727092","7","6","8","7","191.894648893177"
"882","OneMonthBefore+ThreeMonthBefore+Finance","46.3558563861916","62.4785950591616","5","6","7","9","197.031578646707"
"883","OneMonthBefore+ThreeMonthBefore+Autos+Finance","45.4534906107161","59.0790738063475","5","5","7","8","153.265374695449"
"884","OneMonthBefore+ThreeMonthBefore+Bus+Finance","40.7558836247416","58.3069591458123","7","6","8","8","165.15984652999"
"885","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Finance","41.6997934959144","57.0327963351768","6","6","7","9","164.844595780494"
"886","OneMonthBefore+ThreeMonthBefore+Commerce+Finance","41.9832315460641","58.0649104594122","6","3","8","6","176.42404930202"
"887","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Finance","42.423546691629","55.5604990726535","4","3","7","6","159.959715264699"
"888","OneMonthBefore+ThreeMonthBefore+Education+Finance","46.0027886201624","63.4863548386158","5","3","7","7","162.603595965535"
"889","OneMonthBefore+ThreeMonthBefore+Flight","43.4772143046045","59.7391389719189","5","5","7","8","178.658049028606"
"890","OneMonthBefore+ThreeMonthBefore+Autos+Flight","35.0073257652001","50.8097952347918","8","6","8","6","202.444454725184"
"891","OneMonthBefore+ThreeMonthBefore+Bus+Flight","46.4848838668","61.8043831750385","4","5","5","6","202.884246902176"
"892","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Flight","43.9592903944137","60.0235323757125","5","5","7","8","191.334941182496"
"893","OneMonthBefore+ThreeMonthBefore+Commerce+Flight","41.4935460011458","58.2079551471806","7","4","9","6","212.155740570902"
"894","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Flight","37.7957395881875","53.9402790214551","7","6","8","7","198.657498134145"
"895","OneMonthBefore+ThreeMonthBefore+Education+Flight","42.2878858892515","61.1174138894457","6","4","7","7","181.541657761534"
"896","OneMonthBefore+ThreeMonthBefore+Finance+Flight","47.7438174070368","61.8556242290794","4","4","7","8","162.577883431262"
"897","OneMonthBefore+ThreeMonthBefore+Health","41.1388207540047","58.2468303756265","6","6","7","8","194.217010598665"
"898","OneMonthBefore+ThreeMonthBefore+Autos+Health","47.4030330770318","60.7889177409339","5","6","7","9","164.220647621022"
"899","OneMonthBefore+ThreeMonthBefore+Bus+Health","42.0681886679135","59.1853465124771","5","5","7","8","180.072741502015"
"900","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Health","40.5924811232972","57.919573906891","7","6","7","8","193.121974333041"
"901","OneMonthBefore+ThreeMonthBefore+Commerce+Health","40.1291567188881","57.7366507803138","6","5","7","6","213.12256616273"
"902","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Health","39.083141679761","53.898239285998","5","5","7","7","181.105434121554"
"903","OneMonthBefore+ThreeMonthBefore+Education+Health","41.2971399449004","61.2178295169283","6","5","7","7","190.346454303901"
"904","OneMonthBefore+ThreeMonthBefore+Finance+Health","43.8409462696036","58.6074276710551","5","4","7","7","152.615001154998"
"905","OneMonthBefore+ThreeMonthBefore+Flight+Health","43.3827525137191","60.1474204905441","5","5","7","8","192.276042650124"
"906","OneMonthBefore+ThreeMonthBefore+Hotel","42.6220417917155","60.556386669726","6","5","7","7","182.875838903879"
"907","OneMonthBefore+ThreeMonthBefore+Autos+Hotel","47.5852941642628","66.4261712109212","5","3","7","7","184.130904326248"
"908","OneMonthBefore+ThreeMonthBefore+Bus+Hotel","41.7385636427096","57.5405394415894","5","6","6","7","200.502891719396"
"909","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Hotel","54.8993032927508","69.7139993039004","5","3","7","7","178.176608738318"
"910","OneMonthBefore+ThreeMonthBefore+Commerce+Hotel","52.2584226025838","68.5071308024505","6","5","8","8","191.574384128438"
"911","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Hotel","49.3335558483236","66.11927055845","5","3","7","7","187.63719862661"
"912","OneMonthBefore+ThreeMonthBefore+Education+Hotel","44.5924057450799","62.2112791348972","6","4","8","8","180.752794964208"
"913","OneMonthBefore+ThreeMonthBefore+Finance+Hotel","48.7088835469267","65.4943941059494","5","4","7","7","157.383844243924"
"914","OneMonthBefore+ThreeMonthBefore+Flight+Hotel","49.120570831245","70.2949716363463","7","5","8","7","188.607669590232"
"915","OneMonthBefore+ThreeMonthBefore+Health+Hotel","53.968972917546","72.0053402354243","4","3","7","7","170.870630354502"
"916","OneMonthBefore+ThreeMonthBefore+Jobs","39.146376112311","57.9012362415716","8","6","8","7","192.796489926031"
"917","OneMonthBefore+ThreeMonthBefore+Autos+Jobs","43.1682298388156","60.2765438293057","5","6","7","9","187.700240251738"
"918","OneMonthBefore+ThreeMonthBefore+Bus+Jobs","37.9747687395733","56.7897561130222","7","7","7","7","186.718807090505"
"919","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Jobs","40.4173873104781","59.3567309627306","8","6","8","7","192.155122601638"
"920","OneMonthBefore+ThreeMonthBefore+Commerce+Jobs","39.0878541614471","57.81162832305","7","6","8","7","199.827296110538"
"921","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Jobs","38.1415522433092","56.9718253396976","7","6","8","7","191.226086944277"
"922","OneMonthBefore+ThreeMonthBefore+Education+Jobs","39.4793735505784","58.2346064994529","7","6","8","7","196.778810425859"
"923","OneMonthBefore+ThreeMonthBefore+Finance+Jobs","43.3170020209015","59.8618129978309","6","4","8","7","166.149023495123"
"924","OneMonthBefore+ThreeMonthBefore+Flight+Jobs","39.8850079880045","59.803682816325","7","5","8","7","200.603292583873"
"925","OneMonthBefore+ThreeMonthBefore+Health+Jobs","40.96940230461","60.5847045102348","6","5","8","7","186.873738482505"
"926","OneMonthBefore+ThreeMonthBefore+Hotel+Jobs","49.8759438158165","66.4570629924142","6","4","8","8","186.025548889501"
"927","OneMonthBefore+ThreeMonthBefore+Nightlife","42.3986973978493","59.8276981461606","5","5","7","8","176.572776780405"
"928","OneMonthBefore+ThreeMonthBefore+Autos+Nightlife","36.2990420380569","52.6015761391187","8","7","8","8","204.590885576223"
"929","OneMonthBefore+ThreeMonthBefore+Bus+Nightlife","47.2528579014751","62.419254336873","4","5","5","6","208.172070574183"
"930","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Nightlife","47.8531798594635","64.453134903338","5","4","7","7","190.204673943999"
"931","OneMonthBefore+ThreeMonthBefore+Commerce+Nightlife","41.7545632816782","59.2175898471973","6","5","8","7","212.335357378895"
"932","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Nightlife","37.6632386143316","54.5354501389691","7","6","8","7","204.491492085758"
"933","OneMonthBefore+ThreeMonthBefore+Education+Nightlife","41.8934628161897","60.9261609031286","6","4","7","7","179.810785764418"
"934","OneMonthBefore+ThreeMonthBefore+Finance+Nightlife","47.661940367746","62.3504653977359","4","3","7","7","155.528334554734"
"935","OneMonthBefore+ThreeMonthBefore+Flight+Nightlife","41.7274844365713","60.212455642044","6","4","7","7","175.631770955693"
"936","OneMonthBefore+ThreeMonthBefore+Health+Nightlife","43.7788771376161","61.3015581681408","5","6","7","9","187.122711536934"
"937","OneMonthBefore+ThreeMonthBefore+Hotel+Nightlife","53.9022433577172","72.5097810166305","6","5","7","7","199.027070653888"
"938","OneMonthBefore+ThreeMonthBefore+Jobs+Nightlife","39.861401376198","59.1627299855382","7","5","8","7","196.841220772306"
"939","OneMonthBefore+ThreeMonthBefore+Nutrition","45.3485566629485","61.1127567038963","5","5","7","8","187.694686410192"
"940","OneMonthBefore+ThreeMonthBefore+Autos+Nutrition","38.0425433701751","55.6479574113293","7","7","8","8","179.377880073046"
"941","OneMonthBefore+ThreeMonthBefore+Bus+Nutrition","41.4980475769761","58.8972965505965","6","7","7","7","188.876334433078"
"942","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Nutrition","43.0152955306086","59.8023258525042","5","5","7","8","192.4284777241"
"943","OneMonthBefore+ThreeMonthBefore+Commerce+Nutrition","41.315366423321","58.3014700064777","7","4","9","6","207.74147083388"
"944","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Nutrition","38.3508535740033","55.4793204486628","7","6","8","7","188.592230773485"
"945","OneMonthBefore+ThreeMonthBefore+Education+Nutrition","43.1559434616914","61.4768804527416","6","4","7","7","184.032001687976"
"946","OneMonthBefore+ThreeMonthBefore+Finance+Nutrition","49.6214850085897","63.4492763090124","5","4","7","8","182.239134580403"
"947","OneMonthBefore+ThreeMonthBefore+Flight+Nutrition","43.7210652475039","60.2575374848118","5","5","7","8","178.878915848126"
"948","OneMonthBefore+ThreeMonthBefore+Health+Nutrition","42.759207963288","59.7864766318001","5","6","7","8","194.078784499632"
"949","OneMonthBefore+ThreeMonthBefore+Hotel+Nutrition","43.5504502191403","62.5553266434177","6","5","8","6","167.047413386508"
"950","OneMonthBefore+ThreeMonthBefore+Jobs+Nutrition","40.1954611699765","58.7881355771964","6","5","8","7","192.037495692616"
"951","OneMonthBefore+ThreeMonthBefore+Nightlife+Nutrition","41.9911031408253","60.0732096495163","6","5","8","8","173.026163443707"
"952","OneMonthBefore+ThreeMonthBefore+RealEstate","42.3092979892101","59.3918150839873","5","5","7","7","185.427722613931"
"953","OneMonthBefore+ThreeMonthBefore+Autos+RealEstate","40.0680588025038","58.1938302228769","6","6","7","7","185.811435820087"
"954","OneMonthBefore+ThreeMonthBefore+Bus+RealEstate","40.190824125487","56.2267559248931","7","7","7","8","196.226676546811"
"955","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+RealEstate","43.8986066908058","60.5178579599532","5","4","7","7","187.626724849015"
"956","OneMonthBefore+ThreeMonthBefore+Commerce+RealEstate","42.5224184750507","59.2012397253504","6","3","8","6","201.970684319786"
"957","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+RealEstate","39.6023444223223","57.4175064749203","7","6","8","7","190.444651975004"
"958","OneMonthBefore+ThreeMonthBefore+Education+RealEstate","42.4172487595135","59.8105004800195","5","4","7","6","185.444115089883"
"959","OneMonthBefore+ThreeMonthBefore+Finance+RealEstate","45.2091806342573","63.2257053734761","5","4","7","7","159.089213863288"
"960","OneMonthBefore+ThreeMonthBefore+Flight+RealEstate","43.3791032540942","60.2142152953153","5","3","7","6","186.275058172229"
"961","OneMonthBefore+ThreeMonthBefore+Health+RealEstate","44.5808780791173","61.284853183925","5","3","7","6","183.390614343695"
"962","OneMonthBefore+ThreeMonthBefore+Hotel+RealEstate","44.5599456263398","63.2494858128675","5","5","7","8","182.657762731035"
"963","OneMonthBefore+ThreeMonthBefore+Jobs+RealEstate","41.4424279292815","59.2493763200049","6","5","8","7","192.170471781686"
"964","OneMonthBefore+ThreeMonthBefore+Nightlife+RealEstate","42.5770644056267","59.9324025825416","5","4","7","6","185.461418679157"
"965","OneMonthBefore+ThreeMonthBefore+Nutrition+RealEstate","42.7791716099123","59.6900782567349","5","4","7","6","184.861648257992"
"966","OneMonthBefore+ThreeMonthBefore+Restaurant","40.2765961777612","57.8583594925886","6","6","7","8","185.710486725233"
"967","OneMonthBefore+ThreeMonthBefore+Autos+Restaurant","40.3143456466399","56.9562360486026","6","6","7","8","183.854124093753"
"968","OneMonthBefore+ThreeMonthBefore+Bus+Restaurant","42.9252338166362","60.8636715446199","4","7","6","8","194.743692062604"
"969","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Restaurant","46.2418692013989","61.8463591096062","6","6","7","8","183.840293728925"
"970","OneMonthBefore+ThreeMonthBefore+Commerce+Restaurant","43.0687955523466","59.8208669776322","7","6","8","9","205.203855837128"
"971","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Restaurant","38.847658189087","56.0030574299312","6","6","8","8","191.83769870903"
"972","OneMonthBefore+ThreeMonthBefore+Education+Restaurant","39.6577796322382","59.3246529643353","6","5","7","7","185.775488910553"
"973","OneMonthBefore+ThreeMonthBefore+Finance+Restaurant","45.3410374238584","59.9201519385688","6","4","8","7","138.464593378543"
"974","OneMonthBefore+ThreeMonthBefore+Flight+Restaurant","38.7745947481905","56.911938139484","6","6","7","8","191.815724864587"
"975","OneMonthBefore+ThreeMonthBefore+Health+Restaurant","42.2848152273952","59.766964597679","6","6","8","9","169.274064671964"
"976","OneMonthBefore+ThreeMonthBefore+Hotel+Restaurant","53.7239961011745","72.314975262036","6","4","7","7","179.57320320723"
"977","OneMonthBefore+ThreeMonthBefore+Jobs+Restaurant","40.168056549397","59.5926966268012","7","6","8","8","192.541090730059"
"978","OneMonthBefore+ThreeMonthBefore+Nightlife+Restaurant","39.4182882957263","57.1121326005019","6","6","7","8","197.174599805079"
"979","OneMonthBefore+ThreeMonthBefore+Nutrition+Restaurant","39.3967986280894","57.6508922847748","7","6","8","8","182.329580761646"
"980","OneMonthBefore+ThreeMonthBefore+RealEstate+Restaurant","41.6575780830743","59.5248562701549","5","5","7","7","186.094700490689"
"981","OneMonthBefore+ThreeMonthBefore+Sports","38.0841266315029","56.2421465004008","8","8","9","9","194.440972938357"
"982","OneMonthBefore+ThreeMonthBefore+Autos+Sports","56.5801536619084","68.0748627348712","4","3","6","8","180.724958764438"
"983","OneMonthBefore+ThreeMonthBefore+Bus+Sports","42.5674316032279","61.834476099461","5","5","6","7","180.096033152877"
"984","OneMonthBefore+ThreeMonthBefore+ClothesAndShoes+Sports","39.1405238725808","57.2909575012647","7","8","9","9","194.602901776883"
"985","OneMonthBefore+ThreeMonthBefore+Commerce+Sports","42.8830840710086","59.4343895658546","5","5","6","6","211.492855741948"
"986","OneMonthBefore+ThreeMonthBefore+ConsumerElectronics+Sports","41.3383881429062","56.6276822985305","7","6","8","8","183.051242946148"
"987","OneMonthBefore+ThreeMonthBefore+Education+Sports","41.2429996824176","60.8641723772414","7","5","8","7","194.095310560352"
"988","OneMonthBefore+ThreeMonthBefore+Finance+Sports","40.3736869900133","55.9925048685714","6","3","8","6","160.667094721205"
"989","OneMonthBefore+ThreeMonthBefore+Flight+Sports","46.800205185403","61.5629776329246","5","4","8","7","198.402113601647"
"990","OneMonthBefore+ThreeMonthBefore+Health+Sports","42.7660463596795","58.556109793169","6","6","8","8","192.414623530583"
"991","OneMonthBefore+ThreeMonthBefore+Hotel+Sports","60.6100621864862","74.6995825304458","4","3","6","7","181.475584765151"
"992","OneMonthBefore+ThreeMonthBefore+Jobs+Sports","42.8431822549152","61.1223053768249","7","6","7","7","191.825170813965"
"993","OneMonthBefore+ThreeMonthBefore+Nightlife+Sports","50.8058696909148","64.9753100037011","6","5","8","8","197.360451366353"
"994","OneMonthBefore+ThreeMonthBefore+Nutrition+Sports","42.3397630311182","59.3075903178423","6","5","8","8","194.41884208593"
"995","OneMonthBefore+ThreeMonthBefore+RealEstate+Sports","46.4005638252482","62.2332831796094","6","4","8","7","189.460852781345"
"996","OneMonthBefore+ThreeMonthBefore+Restaurant+Sports","51.475915713781","67.1390950308895","6","5","7","8","189.385805954144"
"997","OneMonthBefore+ThreeMonthBefore+TravelGuide","42.6108659743548","60.8106453838033","6","5","7","7","183.775698521161"
